gtd_id,date,country,city,perpetrator_group,fatalities,injured,target_type
201805030003,2018-05-03,Pakistan,Jani Khel,Hizb-ul-Ahrar (HuA),0,2,Military
201805030002,2018-05-03,Pakistan,Dhok Gama,Hizb-ul-Ahrar (HuA),4,9,"Government (General),Private Citizens & Property"
201805020033,2018-05-02,Pakistan,Quetta,Unknown,0,1,Government (General)
201805020031,2018-05-02,Pakistan,Aman Ghundi,Hizb-ul-Ahrar (HuA),0,0,Military
201804290023,2018-04-29,Pakistan,Quetta,Unknown,2,1,Private Citizens & Property
201804280028,2018-04-28,Pakistan,Takht-e-Nusrati,Unknown,0,1,Police
201804280023,2018-04-28,Pakistan,Dera Ismail Khan,Unknown,0,1,Police
201804280008,2018-04-28,Pakistan,Quetta,Khorasan Chapter of the Islamic State,2,0,Private Citizens & Property
201804280007,2018-04-28,Pakistan,Momi Karam,Unknown,4,0,Private Citizens & Property
201804270016,2018-04-27,Pakistan,Quetta,Unknown,1,0,Religious Figures/Institutions
201804270013,2018-04-27,Pakistan,Dera Ismail Khan,Unknown,0,3,"Police,Private Citizens & Property"
201804270001,2018-04-27,Pakistan,Saidgai,Unknown,5,32,Private Citizens & Property
201804260013,2018-04-26,Pakistan,Sheikh Baba,Hizb-ul-Ahrar (HuA),4,0,Military
201804250007,2018-04-25,Pakistan,Maddi,Unknown,1,0,Government (General)
201804240009,2018-04-24,Pakistan,Dera Ismail Khan,Tehrik-i-Taliban Pakistan (TTP),0,2,Police
201804240008,2018-04-24,Pakistan,Zarkani,Unknown,0,5,Military
201804240007,2018-04-24,Pakistan,Quetta,"Hizb-ul-Ahrar (HuA),Khorasan Chapter of the Islamic State",7,7,Police
201804240006,2018-04-24,Pakistan,Quetta,"Hizb-ul-Ahrar (HuA),Khorasan Chapter of the Islamic State",2,8,Military
201804230021,2018-04-23,Pakistan,Swabi district,Unknown,1,0,Private Citizens & Property
201804230002,2018-04-23,Pakistan,Quetta,Unknown,0,1,Business
201804220009,2018-04-22,Pakistan,Kam Sarobi,Unknown,0,0,Military
201804220008,2018-04-22,Pakistan,Dre Wastay,Hizb-ul-Ahrar (HuA),1,3,Military
201804220003,2018-04-22,Pakistan,Quetta,Khorasan Chapter of the Islamic State,2,1,"Police,Private Citizens & Property"
201804210054,2018-04-21,Pakistan,Karachi,Unknown,1,1,Police
201804190006,2018-04-18,Pakistan,Datta Khel,Unknown,1,0,Unknown
201804180017,2018-04-18,Pakistan,Dars Jummat,Unknown,0,2,Private Citizens & Property
201804180005,2018-04-18,Pakistan,Pathar Nala,Unknown,0,3,Private Citizens & Property
201804180003,2018-04-18,Pakistan,Quetta,Khorasan Chapter of the Islamic State,1,0,Private Citizens & Property
201804150047,2018-04-15,Pakistan,Shahdra,Unknown,0,0,Religious Figures/Institutions
201804150034,2018-04-15,Pakistan,Lahore,Unknown,0,0,Government (General)
201804150004,2018-04-15,Pakistan,Mir Ali,Hizb-ul-Ahrar (HuA),0,3,Military
201804150001,2018-04-15,Pakistan,Quetta,"Khorasan Chapter of the Islamic State,Lashkar-e-Jhangvi",2,3,Private Citizens & Property
201804140029,2018-04-14,Pakistan,Lahore,Unknown,0,0,Government (General)
201804120009,2018-04-12,Pakistan,Kahan,Unknown,1,1,Private Citizens & Property
201804120008,2018-04-12,Pakistan,Sangsila,Baloch Republican Army (BRA),0,1,Military
201804110035,2018-04-11,Pakistan,Dera Ismail Khan,Unknown,0,1,Police
