gtd_id,date,country,city,perpetrator_group,fatalities,injured,target_type,lat,lon
201806120031,2018-06-12,Pakistan,Faisalabad,Tehrik-i-Taliban Pakistan (TTP),0,0,Police,31.4504,73.135
201806100023,2018-06-10,Pakistan,Turbat,Unknown,0,0,Private Citizens & Property,26.0034,63.0459
201806080033,2018-06-08,Pakistan,Peshawar,Unknown,0,1,Religious Figures/Institutions,34.0151,71.5249
201806070047,2018-06-07,Pakistan,Sibi,Baloch Liberation Army (BLA),0,0,Military,29.5439,67.8772
201806070029,2018-06-07,Pakistan,Peshawar,Unknown,0,0,Violent Political Party,34.0151,71.5249
201806070005,2018-06-06,Pakistan,Quetta,Khorasan Chapter of the Islamic State,1,1,Police,30.1798,66.975
201806040025,2018-06-04,Pakistan,Mastung,Khorasan Chapter of the Islamic State,5,2,Military,29.7986,66.8453
201806020008,2018-06-03,Pakistan,Dera Ismail Khan,Unknown,0,2,Police,31.8314,70.9021
201805280018,2018-05-28,Pakistan,Dera Ismail Khan,Unknown,1,0,Police,31.8314,70.9021
201805270006,2018-05-27,Pakistan,Quetta,Khorasan Chapter of the Islamic State,4,5,"Police,Private Citizens & Property",30.1798,66.975
201805260026,2018-05-26,Pakistan,Hyderabad,Unknown,0,0,Transportation,25.396,68.3578
201805260018,2018-05-26,Pakistan,Gujrat,Tehrik-i-Taliban Pakistan (TTP),6,0,Police,32.574,74.0789
201805250020,2018-05-25,Pakistan,Dera Ismail Khan,Unknown,0,1,Police,31.8314,70.9021
201805230003,2018-05-23,Pakistan,Quetta,Unknown,0,0,Police,30.1798,66.975
201805210037,2018-05-21,Pakistan,Miran Shah,Unknown,0,0,Military,33.0,70.0667
201805210031,2018-05-21,Pakistan,Hyderabad,Unknown,0,0,Transportation,25.396,68.3578
201805200038,2018-05-20,Pakistan,Hangu,Unknown,0,0,Unknown,33.5322,71.0619
201805190021,2018-05-19,Pakistan,Quetta,Khorasan Chapter of the Islamic State,1,0,Religious Figures/Institutions,30.1798,66.975
201805170005,2018-05-17,Pakistan,Quetta,"Hizb-ul-Ahrar (HuA),Lashkar-e-Jhangvi,Tehrik-i-Taliban Pakistan (TTP)",6,3,"Police,Military",30.1798,66.975
201805140009,2018-05-14,Pakistan,Miran Shah,Unknown,0,2,Military,33.0,70.0667
201805130049,2018-05-13,Pakistan,Mir Ali,Unknown,1,0,Educational Institution,32.955,70.093
201805130048,2018-05-13,Pakistan,Mir Ali,Unknown,1,0,Government (General),32.955,70.093
201805090024,2018-05-09,Pakistan,Karachi,Baba Ladla Gang,0,4,Violent Political Party,24.8607,67.0011
201805070004,2018-05-07,Pakistan,Mir Ali,Unknown,0,0,Educational Institution,32.955,70.093
201805040038,2018-05-04,Pakistan,Kharan,Unknown,0,0,Government (General),28.5833,65.4167
201805020033,2018-05-02,Pakistan,Quetta,Unknown,0,1,Government (General),30.1798,66.975
201804290023,2018-04-29,Pakistan,Quetta,Unknown,2,1,Private Citizens & Property,30.1798,66.975
201804280023,2018-04-28,Pakistan,Dera Ismail Khan,Unknown,0,1,Police,31.8314,70.9021
201804280008,2018-04-28,Pakistan,Quetta,Khorasan Chapter of the Islamic State,2,0,Private Citizens & Property,30.1798,66.975
201804270016,2018-04-27,Pakistan,Quetta,Unknown,1,0,Religious Figures/Institutions,30.1798,66.975
201804270013,2018-04-27,Pakistan,Dera Ismail Khan,Unknown,0,3,"Police,Private Citizens & Property",31.8314,70.9021
201804240009,2018-04-24,Pakistan,Dera Ismail Khan,Tehrik-i-Taliban Pakistan (TTP),0,2,Police,31.8314,70.9021
201804240007,2018-04-24,Pakistan,Quetta,"Hizb-ul-Ahrar (HuA),Khorasan Chapter of the Islamic State",7,7,Police,30.1798,66.975
201804240006,2018-04-24,Pakistan,Quetta,"Hizb-ul-Ahrar (HuA),Khorasan Chapter of the Islamic State",2,8,Military,30.1798,66.975
201804230002,2018-04-23,Pakistan,Quetta,Unknown,0,1,Business,30.1798,66.975
201804220003,2018-04-22,Pakistan,Quetta,Khorasan Chapter of the Islamic State,2,1,"Police,Private Citizens & Property",30.1798,66.975
201804210054,2018-04-21,Pakistan,Karachi,Unknown,1,1,Police,24.8607,67.0011
201804180003,2018-04-18,Pakistan,Quetta,Khorasan Chapter of the Islamic State,1,0,Private Citizens & Property,30.1798,66.975
201804150034,2018-04-15,Pakistan,Lahore,Unknown,0,0,Government (General),31.5497,74.3436
201804150004,2018-04-15,Pakistan,Mir Ali,Hizb-ul-Ahrar (HuA),0,3,Military,32.955,70.093
201804150001,2018-04-15,Pakistan,Quetta,"Khorasan Chapter of the Islamic State,Lashkar-e-Jhangvi",2,3,Private Citizens & Property,30.1798,66.975
201804140029,2018-04-14,Pakistan,Lahore,Unknown,0,0,Government (General),31.5497,74.3436
201804110035,2018-04-11,Pakistan,Dera Ismail Khan,Unknown,0,1,Police,31.8314,70.9021
